row_id,num_sold
26858,102
26859,356
26860,629
26861,180
26862,334
26863,592
26864,170
26865,581
26866,1035
26867,295
26868,235
26869,419
26870,119
26871,411
26872,731
26873,207
26874,203
26875,364
26876,102
26877,356
26878,629
26879,180
26880,334
26881,592
26882,170
26883,581
26884,1035
26885,295
26886,235
26887,419
26888,119
26889,411
26890,731
26891,207
26892,203
26893,364
26894,102
26895,356
26896,629
26897,180
26898,334
26899,592
26900,170
26901,581
26902,1035
26903,295
26904,235
26905,419
26906,119
26907,411
26908,731
26909,207
26910,203
26911,364
26912,102
26913,356
26914,629
26915,180
26916,334
26917,592
26918,170
26919,581
26920,1035
26921,295
26922,235
26923,419
26924,119
26925,411
26926,731
26927,207
26928,203
26929,364
26930,102
26931,356
26932,629
26933,180
26934,334
26935,592
26936,170
26937,581
26938,1035
26939,295
26940,235
26941,419
26942,119
26943,411
26944,731
26945,207
26946,203
26947,364
26948,102
26949,356
26950,629
26951,180
26952,334
26953,592
26954,170
26955,581
26956,1035
26957,295
26958,235
26959,419
26960,119
26961,411
26962,731
26963,207
26964,203
26965,364
26966,102
26967,356
26968,629
26969,180
26970,334
26971,592
26972,170
26973,581
26974,1035
26975,295
26976,235
26977,419
26978,119
26979,411
26980,731
26981,207
26982,203
26983,364
26984,102
26985,356
26986,629
26987,180
26988,334
26989,592
26990,170
26991,581
26992,1035
26993,295
26994,235
26995,419
26996,119
26997,411
26998,731
26999,207
27000,203
27001,364
27002,102
27003,356
27004,629
27005,180
27006,334
27007,592
27008,170
27009,581
27010,1035
27011,295
27012,235
27013,419
27014,119
27015,411
27016,731
27017,207
27018,203
27019,364
27020,102
27021,356
27022,629
27023,180
27024,334
27025,592
27026,170
27027,581
27028,1035
27029,295
27030,235
27031,419
27032,119
27033,411
27034,731
27035,207
27036,203
27037,364
27038,102
27039,356
27040,629
27041,180
27042,334
27043,592
27044,170
27045,581
27046,1035
27047,295
27048,235
27049,419
27050,119
27051,411
27052,731
27053,207
27054,203
27055,364
27056,102
27057,356
27058,629
27059,180
27060,334
27061,592
27062,170
27063,581
27064,1035
27065,295
27066,235
27067,419
27068,119
27069,411
27070,731
27071,207
27072,203
27073,364
27074,102
27075,356
27076,629
27077,180
27078,334
27079,592
27080,170
27081,581
27082,1035
27083,295
27084,235
27085,419
27086,119
27087,411
27088,731
27089,207
27090,203
27091,364
27092,102
27093,356
27094,629
27095,180
27096,334
27097,592
27098,170
27099,581
27100,1035
27101,295
27102,235
27103,419
27104,119
27105,411
27106,731
27107,207
27108,203
27109,364
27110,102
27111,356
27112,629
27113,180
27114,334
27115,592
27116,170
27117,581
27118,1035
27119,295
27120,235
27121,419
27122,119
27123,411
27124,731
27125,207
27126,203
27127,364
27128,102
27129,356
27130,629
27131,180
27132,334
27133,592
27134,170
27135,581
27136,1035
27137,295
27138,235
27139,419
27140,119
27141,411
27142,731
27143,207
27144,203
27145,364
27146,102
27147,356
27148,629
27149,180
27150,334
27151,592
27152,170
27153,581
27154,1035
27155,295
27156,235
27157,419
27158,119
27159,411
27160,731
27161,207
27162,203
27163,364
27164,102
27165,356
27166,629
27167,180
27168,334
27169,592
27170,170
27171,581
27172,1035
27173,295
27174,235
27175,419
27176,119
27177,411
27178,731
27179,207
27180,203
27181,364
27182,102
27183,356
27184,629
27185,180
27186,334
27187,592
27188,170
27189,581
27190,1035
27191,295
27192,235
27193,419
27194,119
27195,411
27196,731
27197,207
27198,203
27199,364
27200,102
27201,356
27202,629
27203,180
27204,334
27205,592
27206,170
27207,581
27208,1035
27209,295
27210,235
27211,419
27212,119
27213,411
27214,731
27215,207
27216,203
27217,364
27218,102
27219,356
27220,629
27221,180
27222,334
27223,592
27224,170
27225,581
27226,1035
27227,295
27228,235
27229,419
27230,119
27231,411
27232,731
27233,207
27234,203
27235,364
27236,102
27237,356
27238,629
27239,180
27240,334
27241,592
27242,170
27243,581
27244,1035
27245,295
27246,235
27247,419
27248,119
27249,411
27250,731
27251,207
27252,203
27253,364
27254,102
27255,356
27256,629
27257,180
27258,334
27259,592
27260,170
27261,581
27262,1035
27263,295
27264,235
27265,419
27266,119
27267,411
27268,731
27269,207
27270,203
27271,364
27272,102
27273,356
27274,629
27275,180
27276,334
27277,592
27278,170
27279,581
27280,1035
27281,295
27282,235
27283,419
27284,119
27285,411
27286,731
27287,207
27288,203
27289,364
27290,102
27291,356
27292,629
27293,180
27294,334
27295,592
27296,170
27297,581
27298,1035
27299,295
27300,235
27301,419
27302,119
27303,411
27304,731
27305,207
27306,203
27307,364
27308,102
27309,356
27310,629
27311,180
27312,334
27313,592
27314,170
27315,581
27316,1035
27317,295
27318,235
27319,419
27320,119
27321,411
27322,731
27323,207
27324,203
27325,364
27326,102
27327,356
27328,629
27329,180
27330,334
27331,592
27332,170
27333,581
27334,1035
27335,295
27336,235
27337,419
27338,119
27339,411
27340,731
27341,207
27342,203
27343,364
27344,102
27345,356
27346,629
27347,180
27348,334
27349,592
27350,170
27351,581
27352,1035
27353,295
27354,235
27355,419
27356,119
27357,411
27358,731
27359,207
27360,203
27361,364
27362,102
27363,356
27364,629
27365,180
27366,334
27367,592
27368,170
27369,581
27370,1035
27371,295
27372,235
27373,419
27374,119
27375,411
27376,731
27377,207
27378,203
27379,364
27380,102
27381,356
27382,629
27383,180
27384,334
27385,592
27386,170
27387,581
27388,1035
27389,295
27390,235
27391,419
27392,119
27393,411
27394,731
27395,207
27396,203
27397,364
27398,102
27399,356
27400,629
27401,180
27402,334
27403,592
27404,170
27405,581
27406,1035
27407,295
27408,235
27409,419
27410,119
27411,411
27412,731
27413,207
27414,203
27415,364
27416,102
27417,356
27418,629
27419,180
27420,334
27421,592
27422,170
27423,581
27424,1035
27425,295
27426,235
27427,419
27428,119
27429,411
27430,731
27431,207
27432,203
27433,364
27434,102
27435,356
27436,629
27437,180
27438,334
27439,592
27440,170
27441,581
27442,1035
27443,295
27444,235
27445,419
27446,119
27447,411
27448,731
27449,207
27450,203
27451,364
27452,102
27453,356
27454,629
27455,180
27456,334
27457,592
27458,170
27459,581
27460,1035
27461,295
27462,235
27463,419
27464,119
27465,411
27466,731
27467,207
27468,203
27469,364
27470,102
27471,356
27472,629
27473,180
27474,334
27475,592
27476,170
27477,581
27478,1035
27479,295
27480,235
27481,419
27482,119
27483,411
27484,731
27485,207
27486,203
27487,364
27488,102
27489,356
27490,629
27491,180
27492,334
27493,592
27494,170
27495,581
27496,1035
27497,295
27498,235
27499,419
27500,119
27501,411
27502,731
27503,207
27504,203
27505,364
27506,102
27507,356
27508,629
27509,180
27510,334
27511,592
27512,170
27513,581
27514,1035
27515,295
27516,235
27517,419
27518,119
27519,411
27520,731
27521,207
27522,203
27523,364
27524,102
27525,356
27526,629
27527,180
27528,334
27529,592
27530,170
27531,581
27532,1035
27533,295
27534,235
27535,419
27536,119
27537,411
27538,731
27539,207
27540,203
27541,364
27542,102
27543,356
27544,629
27545,180
27546,334
27547,592
27548,170
27549,581
27550,1035
27551,295
27552,235
27553,419
27554,119
27555,411
27556,731
27557,207
27558,203
27559,364
27560,102
27561,356
27562,629
27563,180
27564,334
27565,592
27566,170
27567,581
27568,1035
27569,295
27570,235
27571,419
27572,119
27573,411
27574,731
27575,207
27576,203
27577,364
27578,102
27579,356
27580,629
27581,180
27582,334
27583,592
27584,170
27585,581
27586,1035
27587,295
27588,235
27589,419
27590,119
27591,411
27592,731
27593,207
27594,203
27595,364
27596,102
27597,356
27598,629
27599,180
27600,334
27601,592
27602,170
27603,581
27604,1035
27605,295
27606,235
27607,419
27608,119
27609,411
27610,731
27611,207
27612,203
27613,364
27614,102
27615,356
27616,629
27617,180
27618,334
27619,592
27620,170
27621,581
27622,1035
27623,295
27624,235
27625,419
27626,119
27627,411
27628,731
27629,207
27630,203
27631,364
27632,102
27633,356
27634,629
27635,180
27636,334
27637,592
27638,170
27639,581
27640,1035
27641,295
27642,235
27643,419
27644,119
27645,411
27646,731
27647,207
27648,203
27649,364
27650,102
27651,356
27652,629
27653,180
27654,334
27655,592
27656,170
27657,581
27658,1035
27659,295
27660,235
27661,419
27662,119
27663,411
27664,731
27665,207
27666,203
27667,364
27668,102
27669,356
27670,629
27671,180
27672,334
27673,592
27674,170
27675,581
27676,1035
27677,295
27678,235
27679,419
27680,119
27681,411
27682,731
27683,207
27684,203
27685,364
27686,102
27687,356
27688,629
27689,180
27690,334
27691,592
27692,170
27693,581
27694,1035
27695,295
27696,235
27697,419
27698,119
27699,411
27700,731
27701,207
27702,203
27703,364
27704,102
27705,356
27706,629
27707,180
27708,334
27709,592
27710,170
27711,581
27712,1035
27713,295
27714,235
27715,419
27716,119
27717,411
27718,731
27719,207
27720,203
27721,364
27722,102
27723,356
27724,629
27725,180
27726,334
27727,592
27728,170
27729,581
27730,1035
27731,295
27732,235
27733,419
27734,119
27735,411
27736,731
27737,207
27738,203
27739,364
27740,102
27741,356
27742,629
27743,180
27744,334
27745,592
27746,170
27747,581
27748,1035
27749,295
27750,235
27751,419
27752,119
27753,411
27754,731
27755,207
27756,203
27757,364
27758,102
27759,356
27760,629
27761,180
27762,334
27763,592
27764,170
27765,581
27766,1035
27767,295
27768,235
27769,419
27770,119
27771,411
27772,731
27773,207
27774,203
27775,364
27776,102
27777,356
27778,629
27779,180
27780,334
27781,592
27782,170
27783,581
27784,1035
27785,295
27786,235
27787,419
27788,119
27789,411
27790,731
27791,207
27792,203
27793,364
27794,102
27795,356
27796,629
27797,180
27798,334
27799,592
27800,170
27801,581
27802,1035
27803,295
27804,235
27805,419
27806,119
27807,411
27808,731
27809,207
27810,203
27811,364
27812,102
27813,356
27814,629
27815,180
27816,334
27817,592
27818,170
27819,581
27820,1035
27821,295
27822,235
27823,419
27824,119
27825,411
27826,731
27827,207
27828,203
27829,364
27830,102
27831,356
27832,629
27833,180
27834,334
27835,592
27836,170
27837,581
27838,1035
27839,295
27840,235
27841,419
27842,119
27843,411
27844,731
27845,207
27846,203
27847,364
27848,102
27849,356
27850,629
27851,180
27852,334
27853,592
27854,170
27855,581
27856,1035
27857,295
27858,235
27859,419
27860,119
27861,411
27862,731
27863,207
27864,203
27865,364
27866,102
27867,356
27868,629
27869,180
27870,334
27871,592
27872,170
27873,581
27874,1035
27875,295
27876,235
27877,419
27878,119
27879,411
27880,731
27881,207
27882,203
27883,364
27884,102
27885,356
27886,629
27887,180
27888,334
27889,592
27890,170
27891,581
27892,1035
27893,295
27894,235
27895,419
27896,119
27897,411
27898,731
27899,207
27900,203
27901,364
27902,102
27903,356
27904,629
27905,180
27906,334
27907,592
27908,170
27909,581
27910,1035
27911,295
27912,235
27913,419
27914,119
27915,411
27916,731
27917,207
27918,203
27919,364
27920,102
27921,356
27922,629
27923,180
27924,334
27925,592
27926,170
27927,581
27928,1035
27929,295
27930,235
27931,419
27932,119
27933,411
27934,731
27935,207
27936,203
27937,364
27938,102
27939,356
27940,629
27941,180
27942,334
27943,592
27944,170
27945,581
27946,1035
27947,295
27948,235
27949,419
27950,119
27951,411
27952,731
27953,207
27954,203
27955,364
27956,102
27957,356
27958,629
27959,180
27960,334
27961,592
27962,170
27963,581
27964,1035
27965,295
27966,235
27967,419
27968,119
27969,411
27970,731
27971,207
27972,203
27973,364
27974,102
27975,356
27976,629
27977,180
27978,334
27979,592
27980,170
27981,581
27982,1035
27983,295
27984,235
27985,419
27986,119
27987,411
27988,731
27989,207
27990,203
27991,364
27992,102
27993,356
27994,629
27995,180
27996,334
27997,592
27998,170
27999,581
28000,1035
28001,295
28002,235
28003,419
28004,119
28005,411
28006,731
28007,207
28008,203
28009,364
28010,102
28011,356
28012,629
28013,180
28014,334
28015,592
28016,170
28017,581
28018,1035
28019,295
28020,235
28021,419
28022,119
28023,411
28024,731
28025,207
28026,203
28027,364
28028,102
28029,356
28030,629
28031,180
28032,334
28033,592
28034,170
28035,581
28036,1035
28037,295
28038,235
28039,419
28040,119
28041,411
28042,731
28043,207
28044,203
28045,364
28046,102
28047,356
28048,629
28049,180
28050,334
28051,592
28052,170
28053,581
28054,1035
28055,295
28056,235
28057,419
28058,119
28059,411
28060,731
28061,207
28062,203
28063,364
28064,102
28065,356
28066,629
28067,180
28068,334
28069,592
28070,170
28071,581
28072,1035
28073,295
28074,235
28075,419
28076,119
28077,411
28078,731
28079,207
28080,203
28081,364
28082,102
28083,356
28084,629
28085,180
28086,334
28087,592
28088,170
28089,581
28090,1035
28091,295
28092,235
28093,419
28094,119
28095,411
28096,731
28097,207
28098,203
28099,364
28100,102
28101,356
28102,629
28103,180
28104,334
28105,592
28106,170
28107,581
28108,1035
28109,295
28110,235
28111,419
28112,119
28113,411
28114,731
28115,207
28116,203
28117,364
28118,102
28119,356
28120,629
28121,180
28122,334
28123,592
28124,170
28125,581
28126,1035
28127,295
28128,235
28129,419
28130,119
28131,411
28132,731
28133,207
28134,203
28135,364
28136,102
28137,356
28138,629
28139,180
28140,334
28141,592
28142,170
28143,581
28144,1035
28145,295
28146,235
28147,419
28148,119
28149,411
28150,731
28151,207
28152,203
28153,364
28154,102
28155,356
28156,629
28157,180
28158,334
28159,592
28160,170
28161,581
28162,1035
28163,295
28164,235
28165,419
28166,119
28167,411
28168,731
28169,207
28170,203
28171,364
28172,102
28173,356
28174,629
28175,180
28176,334
28177,592
28178,170
28179,581
28180,1035
28181,295
28182,235
28183,419
28184,119
28185,411
28186,731
28187,207
28188,203
28189,364
28190,102
28191,356
28192,629
28193,180
28194,334
28195,592
28196,170
28197,581
28198,1035
28199,295
28200,235
28201,419
28202,119
28203,411
28204,731
28205,207
28206,203
28207,364
28208,102
28209,356
28210,629
28211,180
28212,334
28213,592
28214,170
28215,581
28216,1035
28217,295
28218,235
28219,419
28220,119
28221,411
28222,731
28223,207
28224,203
28225,364
28226,102
28227,356
28228,629
28229,180
28230,334
28231,592
28232,170
28233,581
28234,1035
28235,295
28236,235
28237,419
28238,119
28239,411
28240,731
28241,207
28242,203
28243,364
28244,102
28245,356
28246,629
28247,180
28248,334
28249,592
28250,170
28251,581
28252,1035
28253,295
28254,235
28255,419
28256,119
28257,411
28258,731
28259,207
28260,203
28261,364
28262,102
28263,356
28264,629
28265,180
28266,334
28267,592
28268,170
28269,581
28270,1035
28271,295
28272,235
28273,419
28274,119
28275,411
28276,731
28277,207
28278,203
28279,364
28280,102
28281,356
28282,629
28283,180
28284,334
28285,592
28286,170
28287,581
28288,1035
28289,295
28290,235
28291,419
28292,119
28293,411
28294,731
28295,207
28296,203
28297,364
28298,102
28299,356
28300,629
28301,180
28302,334
28303,592
28304,170
28305,581
28306,1035
28307,295
28308,235
28309,419
28310,119
28311,411
28312,731
28313,207
28314,203
28315,364
28316,102
28317,356
28318,629
28319,180
28320,334
28321,592
28322,170
28323,581
28324,1035
28325,295
28326,235
28327,419
28328,119
28329,411
28330,731
28331,207
28332,203
28333,364
28334,102
28335,356
28336,629
28337,180
28338,334
28339,592
28340,170
28341,581
28342,1035
28343,295
28344,235
28345,419
28346,119
28347,411
28348,731
28349,207
28350,203
28351,364
28352,102
28353,356
28354,629
28355,180
28356,334
28357,592
28358,170
28359,581
28360,1035
28361,295
28362,235
28363,419
28364,119
28365,411
28366,731
28367,207
28368,203
28369,364
28370,102
28371,356
28372,629
28373,180
28374,334
28375,592
28376,170
28377,581
28378,1035
28379,295
28380,235
28381,419
28382,119
28383,411
28384,731
28385,207
28386,203
28387,364
28388,102
28389,356
28390,629
28391,180
28392,334
28393,592
28394,170
28395,581
28396,1035
28397,295
28398,235
28399,419
28400,119
28401,411
28402,731
28403,207
28404,203
28405,364
28406,102
28407,356
28408,629
28409,180
28410,334
28411,592
28412,170
28413,581
28414,1035
28415,295
28416,235
28417,419
28418,119
28419,411
28420,731
28421,207
28422,203
28423,364
28424,102
28425,356
28426,629
28427,180
28428,334
28429,592
28430,170
28431,581
28432,1035
28433,295
28434,235
28435,419
28436,119
28437,411
28438,731
28439,207
28440,203
28441,364
28442,102
28443,356
28444,629
28445,180
28446,334
28447,592
28448,170
28449,581
28450,1035
28451,295
28452,235
28453,419
28454,119
28455,411
28456,731
28457,207
28458,203
28459,364
28460,102
28461,356
28462,629
28463,180
28464,334
28465,592
28466,170
28467,581
28468,1035
28469,295
28470,235
28471,419
28472,119
28473,411
28474,731
28475,207
28476,203
28477,364
28478,102
28479,356
28480,629
28481,180
28482,334
28483,592
28484,170
28485,581
28486,1035
28487,295
28488,235
28489,419
28490,119
28491,411
28492,731
28493,207
28494,203
28495,364
28496,102
28497,356
28498,629
28499,180
28500,334
28501,592
28502,170
28503,581
28504,1035
28505,295
28506,235
28507,419
28508,119
28509,411
28510,731
28511,207
28512,203
28513,364
28514,102
28515,356
28516,629
28517,180
28518,334
28519,592
28520,170
28521,581
28522,1035
28523,295
28524,235
28525,419
28526,119
28527,411
28528,731
28529,207
28530,203
28531,364
28532,102
28533,356
28534,629
28535,180
28536,334
28537,592
28538,170
28539,581
28540,1035
28541,295
28542,235
28543,419
28544,119
28545,411
28546,731
28547,207
28548,203
28549,364
28550,102
28551,356
28552,629
28553,180
28554,334
28555,592
28556,170
28557,581
28558,1035
28559,295
28560,235
28561,419
28562,119
28563,411
28564,731
28565,207
28566,203
28567,364
28568,102
28569,356
28570,629
28571,180
28572,334
28573,592
28574,170
28575,581
28576,1035
28577,295
28578,235
28579,419
28580,119
28581,411
28582,731
28583,207
28584,203
28585,364
28586,102
28587,356
28588,629
28589,180
28590,334
28591,592
28592,170
28593,581
28594,1035
28595,295
28596,235
28597,419
28598,119
28599,411
28600,731
28601,207
28602,203
28603,364
28604,102
28605,356
28606,629
28607,180
28608,334
28609,592
28610,170
28611,581
28612,1035
28613,295
28614,235
28615,419
28616,119
28617,411
28618,731
28619,207
28620,203
28621,364
28622,102
28623,356
28624,629
28625,180
28626,334
28627,592
28628,170
28629,581
28630,1035
28631,295
28632,235
28633,419
28634,119
28635,411
28636,731
28637,207
28638,203
28639,364
28640,102
28641,356
28642,629
28643,180
28644,334
28645,592
28646,170
28647,581
28648,1035
28649,295
28650,235
28651,419
28652,119
28653,411
28654,731
28655,207
28656,203
28657,364
28658,102
28659,356
28660,629
28661,180
28662,334
28663,592
28664,170
28665,581
28666,1035
28667,295
28668,235
28669,419
28670,119
28671,411
28672,731
28673,207
28674,203
28675,364
28676,102
28677,356
28678,629
28679,180
28680,334
28681,592
28682,170
28683,581
28684,1035
28685,295
28686,235
28687,419
28688,119
28689,411
28690,731
28691,207
28692,203
28693,364
28694,102
28695,356
28696,629
28697,180
28698,334
28699,592
28700,170
28701,581
28702,1035
28703,295
28704,235
28705,419
28706,119
28707,411
28708,731
28709,207
28710,203
28711,364
28712,102
28713,356
28714,629
28715,180
28716,334
28717,592
28718,170
28719,581
28720,1035
28721,295
28722,235
28723,419
28724,119
28725,411
28726,731
28727,207
28728,203
28729,364
28730,102
28731,356
28732,629
28733,180
28734,334
28735,592
28736,170
28737,581
28738,1035
28739,295
28740,235
28741,419
28742,119
28743,411
28744,731
28745,207
28746,203
28747,364
28748,102
28749,356
28750,629
28751,180
28752,334
28753,592
28754,170
28755,581
28756,1035
28757,295
28758,235
28759,419
28760,119
28761,411
28762,731
28763,207
28764,203
28765,364
28766,102
28767,356
28768,629
28769,180
28770,334
28771,592
28772,170
28773,581
28774,1035
28775,295
28776,235
28777,419
28778,119
28779,411
28780,731
28781,207
28782,203
28783,364
28784,102
28785,356
28786,629
28787,180
28788,334
28789,592
28790,170
28791,581
28792,1035
28793,295
28794,235
28795,419
28796,119
28797,411
28798,731
28799,207
28800,203
28801,364
28802,102
28803,356
28804,629
28805,180
28806,334
28807,592
28808,170
28809,581
28810,1035
28811,295
28812,235
28813,419
28814,119
28815,411
28816,731
28817,207
28818,203
28819,364
28820,102
28821,356
28822,629
28823,180
28824,334
28825,592
28826,170
28827,581
28828,1035
28829,295
28830,235
28831,419
28832,119
28833,411
28834,731
28835,207
28836,203
28837,364
28838,102
28839,356
28840,629
28841,180
28842,334
28843,592
28844,170
28845,581
28846,1035
28847,295
28848,235
28849,419
28850,119
28851,411
28852,731
28853,207
28854,203
28855,364
28856,102
28857,356
28858,629
28859,180
28860,334
28861,592
28862,170
28863,581
28864,1035
28865,295
28866,235
28867,419
28868,119
28869,411
28870,731
28871,207
28872,203
28873,364
28874,102
28875,356
28876,629
28877,180
28878,334
28879,592
28880,170
28881,581
28882,1035
28883,295
28884,235
28885,419
28886,119
28887,411
28888,731
28889,207
28890,203
28891,364
28892,102
28893,356
28894,629
28895,180
28896,334
28897,592
28898,170
28899,581
28900,1035
28901,295
28902,235
28903,419
28904,119
28905,411
28906,731
28907,207
28908,203
28909,364
28910,102
28911,356
28912,629
28913,180
28914,334
28915,592
28916,170
28917,581
28918,1035
28919,295
28920,235
28921,419
28922,119
28923,411
28924,731
28925,207
28926,203
28927,364
28928,102
28929,356
28930,629
28931,180
28932,334
28933,592
28934,170
28935,581
28936,1035
28937,295
28938,235
28939,419
28940,119
28941,411
28942,731
28943,207
28944,203
28945,364
28946,102
28947,356
28948,629
28949,180
28950,334
28951,592
28952,170
28953,581
28954,1035
28955,295
28956,235
28957,419
28958,119
28959,411
28960,731
28961,207
28962,203
28963,364
28964,102
28965,356
28966,629
28967,180
28968,334
28969,592
28970,170
28971,581
28972,1035
28973,295
28974,235
28975,419
28976,119
28977,411
28978,731
28979,207
28980,203
28981,364
28982,102
28983,356
28984,629
28985,180
28986,334
28987,592
28988,170
28989,581
28990,1035
28991,295
28992,235
28993,419
28994,119
28995,411
28996,731
28997,207
28998,203
28999,364
29000,102
29001,356
29002,629
29003,180
29004,334
29005,592
29006,170
29007,581
29008,1035
29009,295
29010,235
29011,419
29012,119
29013,411
29014,731
29015,207
29016,203
29017,364
29018,102
29019,356
29020,629
29021,180
29022,334
29023,592
29024,170
29025,581
29026,1035
29027,295
29028,235
29029,419
29030,119
29031,411
29032,731
29033,207
29034,203
29035,364
29036,102
29037,356
29038,629
29039,180
29040,334
29041,592
29042,170
29043,581
29044,1035
29045,295
29046,235
29047,419
29048,119
29049,411
29050,731
29051,207
29052,203
29053,364
29054,102
29055,356
29056,629
29057,180
29058,334
29059,592
29060,170
29061,581
29062,1035
